,character_ID,character_name,movie_ID,movie_title,gender
5002,u5002,MRS. LEFFERTS,m332,l.a. confidential,M
5006,u5006,REYNOLDS,m332,l.a. confidential,M
5009,u5009,VICE CAPTAIN,m332,l.a. confidential,A
5010,u5010,YOUNG OFFICER,m332,l.a. confidential,A
5012,u5012,ALBERT,m333,enemy of the state,M
5013,u5013,ALFONSO,m333,enemy of the state,M
5014,u5014,BLAKE,m333,enemy of the state,A
5018,u5018,DESK CLERK,m333,enemy of the state,A
5019,u5019,DYLAN,m333,enemy of the state,M
5022,u5022,FRANKIE,m333,enemy of the state,A
5025,u5025,JENNY,m333,enemy of the state,F
5028,u5028,LEVIN,m333,enemy of the state,M
5029,u5029,MAN,m333,enemy of the state,M
5030,u5030,MAN'S VOICE,m333,enemy of the state,M
5031,u5031,MARSHAL,m333,enemy of the state,M
5032,u5032,MEG,m333,enemy of the state,F
5034,u5034,PATRICK,m333,enemy of the state,M
5038,u5038,SAL,m333,enemy of the state,A
5043,u5043,STACY,m333,enemy of the state,A
5044,u5044,WAITER,m333,enemy of the state,M
5047,u5047,BOY,m334,the english patient,M
5049,u5049,CLIFTON,m334,the english patient,M
5053,u5053,JAN,m334,the english patient,A
5056,u5056,LADY HAMPTON,m334,the english patient,F
5059,u5059,OFFICER,m334,the english patient,A
5060,u5060,OLIVER,m334,the english patient,M
5061,u5061,STUART,m334,the english patient,M
5068,u5068,ANNA,m336,erin brockovich,F
5070,u5070,BRENDA,m336,erin brockovich,F
5071,u5071,DEFENDING LAWYER,m336,erin brockovich,A
5072,u5072,DOCTOR,m336,erin brockovich,A
5079,u5079,JANE,m336,erin brockovich,F
5080,u5080,KATIE,m336,erin brockovich,F
5081,u5081,LAURA,m336,erin brockovich,F
5082,u5082,MANDY,m336,erin brockovich,F
5083,u5083,MATTHEW,m336,erin brockovich,M
5084,u5084,MRS. MORALES,m336,erin brockovich,M
5087,u5087,ROSALIND,m336,erin brockovich,F
5088,u5088,ROSS,m336,erin brockovich,M
5089,u5089,THERESA,m336,erin brockovich,F
5092,u5092,BEN,m337,star wars: the empire strikes back,M
5096,u5096,EMPEROR,m337,star wars: the empire strikes back,M
5108,u5108,CORNELIUS,m338,escape from the planet of the apes,M
5109,u5109,LEWIS,m338,escape from the planet of the apes,M
5110,u5110,MILO,m338,escape from the planet of the apes,M
5111,u5111,STEVIE,m338,escape from the planet of the apes,M
5127,u5127,GUENEVERE,m340,excalibur,F
5128,u5128,KAY,m340,excalibur,F
5132,u5132,MORGANA,m340,excalibur,F
5133,u5133,PERCEVAL,m340,excalibur,M
5134,u5134,SIR ECTOR,m340,excalibur,M
5136,u5136,BURKE,m341,the exorcist,M
5141,u5141,DR. TANNEY,m341,the exorcist,A
5142,u5142,FATHER DYER,m341,the exorcist,M
5143,u5143,KARL,m341,the exorcist,M
5147,u5147,MRS.KARRAS,m341,the exorcist,M
5148,u5148,NURSE,m341,the exorcist,A
5154,u5154,UNCLE,m341,the exorcist,M
5155,u5155,WILLIE,m341,the exorcist,A
5156,u5156,BUD,m342,the fabulous baker boys,M
5157,u5157,CHARLIE,m342,the fabulous baker boys,M
5158,u5158,DONNA,m342,the fabulous baker boys,F
5159,u5159,DR. BEASLEY,m342,the fabulous baker boys,A
5160,u5160,EARL,m342,the fabulous baker boys,M
5162,u5162,GIRL,m342,the fabulous baker boys,F
5163,u5163,HELEN,m342,the fabulous baker boys,F
5165,u5165,KID,m342,the fabulous baker boys,A
5166,u5166,LLOYD,m342,the fabulous baker boys,M
5167,u5167,MONICA,m342,the fabulous baker boys,F
5168,u5168,MR. DANIELS,m342,the fabulous baker boys,M
5169,u5169,MRS.  BAKER,m342,the fabulous baker boys,M
5170,u5170,MRS. BAKER,m342,the fabulous baker boys,M
5171,u5171,NICK,m342,the fabulous baker boys,M
5174,u5174,TOMMY,m342,the fabulous baker boys,A
5175,u5175,WILLIE,m342,the fabulous baker boys,A
5176,u5176,WOMAN,m342,the fabulous baker boys,F
5180,u5180,DIETRICH,m343,face/off,M
5181,u5181,DR. GARDNER,m343,face/off,A
5183,u5183,JAMIE,m343,face/off,A
5184,u5184,KIMBERLY,m343,face/off,F
5187,u5187,SASHA,m343,face/off,A
5188,u5188,TITO,m343,face/off,M
5189,u5189,WALTON,m343,face/off,M
5190,u5190,WANDA,m343,face/off,F
5192,u5192,ADELLE,m344,the family man,F
5198,u5198,EVELYN,m344,the family man,A
5199,u5199,FRANK,m344,the family man,A
5202,u5202,KENNY,m344,the family man,M
5204,u5204,LORI,m344,the family man,F
5205,u5205,MAN,m344,the family man,M
5206,u5206,MRS. PETERSON,m344,the family man,M
5207,u5207,PAULA,m344,the family man,F
5210,u5210,ALICIA,m345,the fantastic four,F
5212,u5212,DEBBIE,m345,the fantastic four,F
5213,u5213,DOCTOR,m345,the fantastic four,A
5215,u5215,LEONARD,m345,the fantastic four,M
5217,u5217,SEXY NURSE,m345,the fantastic four,A
5225,u5225,MAN,m346,fantastic voyage,M
5231,u5231,ATTENDANT,m347,fargo,A
5233,u5233,CUSTOMER,m347,fargo,A
5234,u5234,DETECTIVE SIBERT,m347,fargo,A
5235,u5235,GARY,m347,fargo,M
5239,u5239,JEAN,m347,fargo,A
5242,u5242,MAN,m347,fargo,M
5247,u5247,SCOTT,m347,fargo,M
5249,u5249,SHEP,m347,fargo,M
5250,u5250,STAN,m347,fargo,M
5254,u5254,WOMAN,m347,fargo,F
5255,u5255,YOUNGER MAN,m347,fargo,M
5258,u5258,BOB,m348,fight club,M
5260,u5260,DETECTIVE STERN,m348,fight club,A
5264,u5264,LOU,m348,fight club,A
5266,u5266,RAYMOND,m348,fight club,M
5267,u5267,RICKY,m348,fight club,A
5271,u5271,VOICE,m348,fight club,A
5272,u5272,WOUNDED BARTENDER,m348,fight club,A
5275,u5275,DETECTIVE SUBY,m349,final destination 2,A
5276,u5276,EUGENE,m349,final destination 2,M
5277,u5277,FRANKIE,m349,final destination 2,A
5278,u5278,ISABELLA,m349,final destination 2,F
5279,u5279,JORGE,m349,final destination 2,M
5280,u5280,KAT,m349,final destination 2,F
5282,u5282,MR. BURROUGHS,m349,final destination 2,M
5283,u5283,NORA,m349,final destination 2,F
5284,u5284,RORY,m349,final destination 2,A
5285,u5285,SHAINA,m349,final destination 2,F
5286,u5286,STEVE,m349,final destination 2,M
5288,u5288,TIM,m349,final destination 2,A
5290,u5290,BILLY,m350,final destination,A
5291,u5291,CARTER,m350,final destination,M
5293,u5293,MR. BLUDWORTH,m350,final destination,M
5294,u5294,TOD,m350,final destination,M
5299,u5299,DOYLE,m351,rambo: first blood part ii,M
5306,u5306,DOCTOR,m352,the fisher king,A
5307,u5307,EDWIN,m352,the fisher king,M
5308,u5308,FRANK,m352,the fisher king,A
5314,u5314,RECEPTIONIST,m352,the fisher king,A
5315,u5315,SONDRA,m352,the fisher king,F
5316,u5316,BETTY,m353,five easy pieces,F
5318,u5318,CARL,m353,five easy pieces,M
5320,u5320,DRIVER,m353,five easy pieces,A
5321,u5321,ELTON,m353,five easy pieces,M
5326,u5326,TERRY,m353,five easy pieces,A
5329,u5329,WAITRESS,m353,five easy pieces,F
5330,u5330,AARON,m354,five feet high and rising,M
5334,u5334,DONNA,m354,five feet high and rising,F
5335,u5335,HECTOR,m354,five feet high and rising,M
5336,u5336,JENETTE,m354,five feet high and rising,F
5337,u5337,MICHELLE,m354,five feet high and rising,F
5339,u5339,BOYD,m355,fletch,M
5340,u5340,CLERK,m355,fletch,A
5346,u5346,GAIL,m355,fletch,A
5349,u5349,LARRY,m355,fletch,M
5350,u5350,MAN,m355,fletch,M
5351,u5351,MARGIE,m355,fletch,F
5353,u5353,MR. STANWYK,m355,fletch,M
5354,u5354,MR. UNDERHILL,m355,fletch,M
5358,u5358,VELMA,m355,fletch,F
5363,u5363,DON,m356,the adventures of ford fairlane,M
5367,u5367,JOHNNY,m356,the adventures of ford fairlane,M
5370,u5370,SLEAZY GUY,m356,the adventures of ford fairlane,M
5374,u5374,1ST MAN,m357,the french connection,M
5375,u5375,2ND MAN,m357,the french connection,M
5376,u5376,ANGIE,m357,the french connection,A
5380,u5380,DESK CLERK,m357,the french connection,A
5383,u5383,JESUS,m357,the french connection,M
5385,u5385,MARIE,m357,the french connection,F
5388,u5388,NICOLI,m357,the french connection,F
5390,u5390,SAL,m357,the french connection,A
5392,u5392,DARYL,m358,frequency,A
5398,u5398,JOHNNY,m358,frequency,M
5401,u5401,SHEPARD,m358,frequency,M
5403,u5403,ABEL,m359,friday the 13th part iii,M
5407,u5407,CHUCK,m359,friday the 13th part iii,M
5409,u5409,DEREK,m359,friday the 13th part iii,M
5413,u5413,DARREN,m360,jason lives: friday the 13th part vi,M
5414,u5414,DEPUTY,m360,jason lives: friday the 13th part vi,A
5415,u5415,JILL,m360,jason lives: friday the 13th part vi,F
5416,u5416,KATIE,m360,jason lives: friday the 13th part vi,F
5417,u5417,LARRY,m360,jason lives: friday the 13th part vi,M
5418,u5418,LIZBETH,m360,jason lives: friday the 13th part vi,F
5419,u5419,MEGAN,m360,jason lives: friday the 13th part vi,F
5420,u5420,NANCY,m360,jason lives: friday the 13th part vi,F
5421,u5421,PAULA,m360,jason lives: friday the 13th part vi,F
5423,u5423,SISSY,m360,jason lives: friday the 13th part vi,F
5424,u5424,STAN,m360,jason lives: friday the 13th part vi,M
5427,u5427,DIANA,m361,jason goes to hell: the final friday,F
5428,u5428,DUKE,m361,jason goes to hell: the final friday,M
5429,u5429,JESSICA,m361,jason goes to hell: the final friday,F
5430,u5430,JOSH,m361,jason goes to hell: the final friday,M
5434,u5434,VICKI,m361,jason goes to hell: the final friday,F
5436,u5436,JIM,m362,friday the 13th part viii: jason takes manhattan,M
5439,u5439,RADIO OFFICER,m362,friday the 13th part viii: jason takes manhattan,A
5442,u5442,SUZY,m362,friday the 13th part viii: jason takes manhattan,F
5444,u5444,WAYNE,m362,friday the 13th part viii: jason takes manhattan,M
5446,u5446,DRIVER,m363,game 6,A
5448,u5448,FIRST MAN,m363,game 6,M
5449,u5449,JACK,m363,game 6,M
5453,u5453,MATTHEW,m363,game 6,M
5457,u5457,PETER,m363,game 6,M
5458,u5458,SECOND MAN,m363,game 6,M
5459,u5459,SIDNEY,m363,game 6,M
5460,u5460,STEVEN,m363,game 6,M
5462,u5462,WAITER,m363,game 6,M
5465,u5465,CHARLIE,m364,gandhi,M
5466,u5466,COLLINS,m364,gandhi,M
5468,u5468,IRWIN,m364,gandhi,M
5473,u5473,PATEL,m364,gandhi,M
5474,u5474,PORTER,m364,gandhi,M
5475,u5475,SENIOR POLICE OFFICER,m364,gandhi,A
5477,u5477,WALKER,m364,gandhi,M
5478,u5478,ANTON,m365,gattaca,M
5479,u5479,ANTONIO,m365,gattaca,M
5480,u5480,CAESAR,m365,gattaca,M
5486,u5486,HUGO,m365,gattaca,M
5490,u5490,LAMAR,m365,gattaca,M
5491,u5491,MARIA,m365,gattaca,F
5492,u5492,NURSE,m365,gattaca,A
5493,u5493,VINCENT,m365,gattaca,M
5497,u5497,FRAN,m366,the getaway,A
5498,u5498,HAROLD,m366,the getaway,M
5500,u5500,RUDY,m366,the getaway,M
5502,u5502,SLIM,m366,the getaway,M
5503,u5503,SOLDIER,m366,the getaway,A
5505,u5505,BILLY,m367,get carter,A
5508,u5508,CON,m367,get carter,F
5509,u5509,DOREEN,m367,get carter,F
5510,u5510,EDDIE,m367,get carter,A
5513,u5513,GERALD,m367,get carter,M
5515,u5515,HARRY,m367,get carter,M
5519,u5519,PETER,m367,get carter,M
5520,u5520,SID,m367,get carter,M
5521,u5521,THORPE,m367,get carter,M
5529,u5529,ANTHONY,m369,the godfather: part ii,M
5532,u5532,CONNIE,m369,the godfather: part ii,A
5533,u5533,DEANNA,m369,the godfather: part ii,F
5537,u5537,FBI MAN #1,m369,the godfather: part ii,M
5543,u5543,MAMA,m369,the godfather: part ii,F
5544,u5544,MAN,m369,the godfather: part ii,M
5547,u5547,OLA,m369,the godfather: part ii,F
5549,u5549,ROBERTO,m369,the godfather: part ii,M
5554,u5554,SANDRA,m369,the godfather: part ii,F
5559,u5559,VITO,m369,the godfather: part ii,M
5564,u5564,DR. PAYNE,m370,gods and monsters,A
5565,u5565,DWIGHT,m370,gods and monsters,M
5569,u5569,HARRY,m370,gods and monsters,M
5571,u5571,PRINCESS MARGARET,m370,gods and monsters,F
5575,u5575,DETECTIVE CASTLEBECK,m371,gone in sixty seconds,A
5576,u5576,DETECTIVE DRYCOFF,m371,gone in sixty seconds,A
5580,u5580,JUDGE CROFT,m371,gone in sixty seconds,A
5583,u5583,MIRROR MAN,m371,gone in sixty seconds,M
5586,u5586,TOBY,m371,gone in sixty seconds,A
5587,u5587,TOM,m371,gone in sixty seconds,M
5589,u5589,ANGIE,m372,goodfellas,A
5590,u5590,BILLY,m372,goodfellas,A
5593,u5593,JUDY,m372,goodfellas,A
5595,u5595,KAREN'S MOTHER,m372,goodfellas,F
5596,u5596,MARTY,m372,goodfellas,A
5598,u5598,MICKEY,m372,goodfellas,M
5599,u5599,ROBIN,m372,goodfellas,A
5600,u5600,SONNY,m372,goodfellas,A
5601,u5601,TODDY,m372,goodfellas,M
5602,u5602,TOMMY,m372,goodfellas,A
5605,u5605,BILLY,m373,good will hunting,A
5607,u5607,CLARK,m373,good will hunting,M
5617,u5617,STUDENT,m373,good will hunting,A
5618,u5618,TERRY,m373,good will hunting,A
5619,u5619,TIMMY,m373,good will hunting,A
5620,u5620,TOM,m373,good will hunting,M
5623,u5623,AL,m374,the grapes of wrath,M
5624,u5624,BILL,m374,the grapes of wrath,A
5625,u5625,BLONDE GIRL,m374,the grapes of wrath,F
5629,u5629,CONNIE,m374,the grapes of wrath,A
5630,u5630,COP,m374,the grapes of wrath,A
5631,u5631,DAVIS,m374,the grapes of wrath,M
5632,u5632,DRIVER,m374,the grapes of wrath,A
5633,u5633,FIRST BOY,m374,the grapes of wrath,M
5634,u5634,FLOYD,m374,the grapes of wrath,M
5635,u5635,FRANK,m374,the grapes of wrath,A
5636,u5636,GIRL,m374,the grapes of wrath,F
5637,u5637,GRAMPA,m374,the grapes of wrath,M
5638,u5638,GUARD,m374,the grapes of wrath,A
5639,u5639,JOHN,m374,the grapes of wrath,M
5641,u5641,MAE,m374,the grapes of wrath,F
5644,u5644,PA,m374,the grapes of wrath,M
5646,u5646,RUTHIE,m374,the grapes of wrath,F
5648,u5648,SECOND MAN,m374,the grapes of wrath,M
5649,u5649,SPENCER,m374,the grapes of wrath,M
5650,u5650,THE MAN,m374,the grapes of wrath,M
5651,u5651,TIM,m374,the grapes of wrath,A
5653,u5653,WINFIELD,m374,the grapes of wrath,M
5655,u5655,AMY,m375,grosse pointe blank,F
5656,u5656,ARLENE,m375,grosse pointe blank,F
5657,u5657,BOB,m375,grosse pointe blank,M
5660,u5660,DAN,m375,grosse pointe blank,M
5663,u5663,DRIVER,m375,grosse pointe blank,A
5665,u5665,KEN,m375,grosse pointe blank,M
5671,u5671,MR. NEWBERRY,m375,grosse pointe blank,M
5672,u5672,PAUL,m375,grosse pointe blank,M
5673,u5673,SOUTHTEC GUARD,m375,grosse pointe blank,A
5677,u5677,FRANK,m376,the horse whisperer,A
5679,u5679,JOE,m376,the horse whisperer,M
5680,u5680,JUDITH,m376,the horse whisperer,A
5681,u5681,LIZ,m376,the horse whisperer,F
5683,u5683,RONA,m376,the horse whisperer,F
5686,u5686,WOMAN,m376,the horse whisperer,F
5692,u5692,GILL,m377,hackers,A
5693,u5693,HAL,m377,hackers,M
5694,u5694,JOEY,m377,hackers,A
5696,u5696,KID,m377,hackers,A
5698,u5698,MRS. MURPHY,m377,hackers,M
5700,u5700,NORM,m377,hackers,M
5705,u5705,ATTENDANT,m378,halloween 4: the return of michael myers,A
5707,u5707,COP,m378,halloween 4: the return of michael myers,A
5708,u5708,DARLENE,m378,halloween 4: the return of michael myers,F
5709,u5709,DR. HOFFMAN,m378,halloween 4: the return of michael myers,A
5710,u5710,EARL,m378,halloween 4: the return of michael myers,M
5711,u5711,GUY,m378,halloween 4: the return of michael myers,M
5713,u5713,KELLY,m378,halloween 4: the return of michael myers,A
5714,u5714,LINDSAY,m378,halloween 4: the return of michael myers,A
5715,u5715,LOGAN,m378,halloween 4: the return of michael myers,M
5717,u5717,MAN,m378,halloween 4: the return of michael myers,M
5720,u5720,RICHARD,m378,halloween 4: the return of michael myers,M
5721,u5721,SAYER,m378,halloween 4: the return of michael myers,M
5723,u5723,BOB,m379,halloween,M
5724,u5724,BOYFRIEND,m379,halloween,M
5727,u5727,LINDSEY,m379,halloween,A
5729,u5729,LYNDA,m379,halloween,F
5731,u5731,PAUL,m379,halloween,M
5732,u5732,SISTER,m379,halloween,F
5734,u5734,WYNN,m379,halloween,A
5736,u5736,CAROL,m380,hannah and her sisters,F
5739,u5739,DUSTY,m380,hannah and her sisters,F
5740,u5740,ED,m380,hannah and her sisters,M
5742,u5742,EVAN,m380,hannah and her sisters,M
5743,u5743,FATHER,m380,hannah and her sisters,M
5751,u5751,NORMA,m380,hannah and her sisters,F
5752,u5752,NORMAN,m380,hannah and her sisters,M
5753,u5753,ANNA,m381,hannibal,F
5757,u5757,COP ONE,m381,hannibal,A
5759,u5759,CRAWFORD,m381,hannibal,M
5762,u5762,FRANKLIN,m381,hannibal,M
5766,u5766,MAPP,m381,hannibal,F
5774,u5774,VOICE ON PHONE,m381,hannibal,A
5775,u5775,ADAM,m382,happy campers,M
5776,u5776,ANDREW,m382,happy campers,M
5777,u5777,DONALD,m382,happy campers,M
5778,u5778,ERIC,m382,happy campers,M
5779,u5779,HAYLEY,m382,happy campers,F
5780,u5780,JASPER,m382,happy campers,M
5782,u5782,TALIA,m382,happy campers,F
5787,u5787,BETTY,m383,heathers,F
5788,u5788,BRAD,m383,heathers,M
5789,u5789,COURTNEY,m383,heathers,A
5790,u5790,DAD,m383,heathers,M
5791,u5791,EARL,m383,heathers,M
5796,u5796,KURT,m383,heathers,M
5797,u5797,MOM,m383,heathers,F
5798,u5798,PAULINE,m383,heathers,F
5799,u5799,RAM,m383,heathers,M
5802,u5802,HERBERT,m384,heavenly creatures,M
5808,u5808,DR. AMBROSE,m385,hellraiser: hellseeker,A
5810,u5810,GWEN,m385,hellraiser: hellseeker,F
5813,u5813,LARRY,m385,hellraiser: hellseeker,M
5814,u5814,OLD MAN,m385,hellraiser: hellseeker,M
5817,u5817,PRIEST,m385,hellraiser: hellseeker,M
5827,u5827,DUKE,m386,hero,M
5828,u5828,EVELYN,m386,hero,A
5830,u5830,JOAN,m386,hero,F
5831,u5831,JOEY,m386,hero,A
5832,u5832,PARKER,m386,hero,M
5833,u5833,ROBINSON,m386,hero,M
5835,u5835,WINSTON,m386,hero,M
5836,u5836,BERT,m387,hider in the house,A
5839,u5839,HOLLY,m387,hider in the house,A
5844,u5844,REAL-ESTATE LADY,m387,hider in the house,F
5845,u5845,RITA,m387,hider in the house,F
5846,u5846,SALESGIRL,m387,hider in the house,F
5847,u5847,SECRETARY,m387,hider in the house,A
5850,u5850,CAPTAIN,m388,highlander iii: the sorcerer,A
5852,u5852,DETECTIVE GRELEY,m388,highlander iii: the sorcerer,A
5854,u5854,HOODED MAN,m388,highlander iii: the sorcerer,M
5855,u5855,ISABELLE,m388,highlander iii: the sorcerer,F
5858,u5858,MACLEOD,m388,highlander iii: the sorcerer,F
5860,u5860,MR. PARKER,m388,highlander iii: the sorcerer,M
5861,u5861,OLD MAN,m388,highlander iii: the sorcerer,M
5862,u5862,PROFESSOR DAJORSKI,m388,highlander iii: the sorcerer,A
5863,u5863,RACHEL,m388,highlander iii: the sorcerer,F
5865,u5865,ROBBERY DETECTIVE,m388,highlander iii: the sorcerer,A
5866,u5866,SARAH,m388,highlander iii: the sorcerer,F
5869,u5869,ANDERS,m389,hostage,M
5878,u5878,JANE,m389,hostage,F
5879,u5879,JENNIFER,m389,hostage,F
5882,u5882,KLAUS,m389,hostage,M
5883,u5883,LOUISE,m389,hostage,F
5885,u5885,MARION,m389,hostage,A
5886,u5886,MARS,m389,hostage,F
5889,u5889,MR. JONES,m389,hostage,M
5896,u5896,WALTER,m389,hostage,M
5897,u5897,BENEDICT,m390,hotel rwanda,M
5902,u5902,GEORGE,m390,hotel rwanda,A
5903,u5903,GLORIA,m390,hotel rwanda,F
5905,u5905,JOCK,m390,hotel rwanda,M
5908,u5908,MR. GARINDI,m390,hotel rwanda,M
5912,u5912,ROGER,m390,hotel rwanda,M
5915,u5915,XAVIER,m390,hotel rwanda,M
5921,u5921,KIRSTEN,m391,house on haunted hill,F
5922,u5922,MELISSA,m391,house on haunted hill,F
5927,u5927,VOICE,m391,house on haunted hill,A
5928,u5928,AMY,m392,house of the damned,F
5932,u5932,SHEA,m392,house of the damned,A
5934,u5934,BRAD,m393,hellraiser iii: hell on earth,M
5935,u5935,DOC,m393,hellraiser iii: hell on earth,A
5936,u5936,ELLIOTT,m393,hellraiser iii: hell on earth,M
5939,u5939,MAMA,m393,hellraiser iii: hell on earth,F
5944,u5944,ALFRED,m394,hudson hawk,M
5948,u5948,CESAR,m394,hudson hawk,M
5949,u5949,DARWIN,m394,hudson hawk,M
5950,u5950,GATES,m394,hudson hawk,F
5953,u5953,MINERVA,m394,hudson hawk,F
5955,u5955,AD MAN #1,m395,the hudsucker proxy,M
5956,u5956,AD MAN #2,m395,the hudsucker proxy,M
5961,u5961,BENNY,m395,the hudsucker proxy,A
5967,u5967,LOU,m395,the hudsucker proxy,A
5968,u5968,MOSES,m395,the hudsucker proxy,M
5969,u5969,MRS. MUSSBURGER,m395,the hudsucker proxy,M
5972,u5972,SMITTY,m395,the hudsucker proxy,M
5978,u5978,DR. MAXWELL,m396,i walked with a zombie,F
5985,u5985,DOROTHY,m397,the ice storm,F
5988,u5988,GEORGE,m397,the ice storm,A
5991,u5991,JANEY,m397,the ice storm,F
5992,u5992,JIM,m397,the ice storm,M
5994,u5994,MARGE,m397,the ice storm,F
5995,u5995,MIKEY,m397,the ice storm,M
6003,u6003,FRED,m398,insomnia,A
6005,u6005,RACHEL,m398,insomnia,F
6006,u6006,RANDY,m398,insomnia,A
6014,u6014,MADELEINE,m399,interview with the vampire: the vampire chronicles,F
6016,u6016,BROOKS,m400,i still know what you did last summer,A
6017,u6017,DAVE,m400,i still know what you did last summer,M
6018,u6018,DERRICK,m400,i still know what you did last summer,M
6021,u6021,MAC,m400,i still know what you did last summer,M
6022,u6022,MARK,m400,i still know what you did last summer,M
6023,u6023,NANCY,m400,i still know what you did last summer,F
6024,u6024,RAY,m400,i still know what you did last summer,A
6025,u6025,TITUS,m400,i still know what you did last summer,M
6028,u6028,ALBRECHT,m401,isle of the dead,M
6030,u6030,DR. DROSSOS,m401,isle of the dead,A
6032,u6032,MISS WOLLSTEN,m401,isle of the dead,F
6036,u6036,BAILEY,m402,it's a wonderful life,M
6037,u6037,BERT,m402,it's a wonderful life,A
6038,u6038,CARTER,m402,it's a wonderful life,M
6041,u6041,COP,m402,it's a wonderful life,A
6042,u6042,DR. CAMPBELL,m402,it's a wonderful life,A
6043,u6043,ERNIE,m402,it's a wonderful life,M
6047,u6047,HARRY,m402,it's a wonderful life,M
6048,u6048,JOE,m402,it's a wonderful life,M
6050,u6050,MA BAILEY,m402,it's a wonderful life,F
6051,u6051,MAN,m402,it's a wonderful life,M
6052,u6052,MARTINI,m402,it's a wonderful life,F
6053,u6053,MARTY,m402,it's a wonderful life,A
6055,u6055,MOTHER,m402,it's a wonderful life,F
6056,u6056,MRS. BAILEY,m402,it's a wonderful life,M
6057,u6057,NICK,m402,it's a wonderful life,M
6060,u6060,SAM,m402,it's a wonderful life,A
6064,u6064,VIOLET,m402,it's a wonderful life,F
6066,u6066,ANDY,m403,jaws 2,A
6067,u6067,BOB,m403,jaws 2,M
6069,u6069,BROOKE,m403,jaws 2,A
6070,u6070,DIANE,m403,jaws 2,F
6071,u6071,DOUG,m403,jaws 2,M
6072,u6072,ED,m403,jaws 2,M
6076,u6076,JACKIE,m403,jaws 2,A
6077,u6077,LARRY,m403,jaws 2,M
6078,u6078,LUCY,m403,jaws 2,F
6080,u6080,PATRICK,m403,jaws 2,M
6083,u6083,PHIL,m403,jaws 2,A
6085,u6085,RED,m403,jaws 2,M
6086,u6086,SEAN,m403,jaws 2,A
6087,u6087,TERRY,m403,jaws 2,A
6088,u6088,TIMMY,m403,jaws 2,A
6089,u6089,TINA,m403,jaws 2,F
6091,u6091,BRIAN,m404,jaws 3-d,M
6092,u6092,CALVIN,m404,jaws 3-d,M
6093,u6093,HARRIS,m404,jaws 3-d,M
6094,u6094,IKE,m404,jaws 3-d,A
6097,u6097,MAN,m404,jaws 3-d,M
6102,u6102,RUTH,m404,jaws 3-d,F
6104,u6104,SHELLY,m404,jaws 3-d,F
6105,u6105,TOD,m404,jaws 3-d,M
6106,u6106,WOMAN,m404,jaws 3-d,F
6108,u6108,CLARENCE,m405,jaws: the revenge,M
6113,u6113,LOUISA,m405,jaws: the revenge,F
6115,u6115,POLLY,m405,jaws: the revenge,F
6116,u6116,SEAN,m405,jaws: the revenge,A
6117,u6117,THEA,m405,jaws: the revenge,F
6118,u6118,JACK,m406,the jazz singer,M
6119,u6119,MOTHER,m406,the jazz singer,F
6120,u6120,AMANDA,m407,jennifer eight,F
6126,u6126,MARGIE,m407,jennifer eight,F
6128,u6128,TAYLOR,m407,jennifer eight,M
6129,u6129,TRAVIS,m407,jennifer eight,M
6131,u6131,CHAD,m408,jerry maguire,A
6138,u6138,MARCEE,m408,jerry maguire,F
6139,u6139,MATT,m408,jerry maguire,M
6144,u6144,WOMAN,m408,jerry maguire,F
6147,u6147,ELLIE,m409,jurassic park iii,F
6151,u6151,AJAY,m410,the lost world: jurassic park,A
6152,u6152,EDDIE,m410,the lost world: jurassic park,A
6161,u6161,ARNOLD,m411,jurassic park,M
6177,u6177,HAYES,m412,freddy vs. jason,M
6178,u6178,JANET,m412,freddy vs. jason,F
6180,u6180,RUBY,m412,freddy vs. jason,A
6181,u6181,SENA,m412,freddy vs. jason,F
6182,u6182,ANNA,m413,kafka,F
6192,u6192,LUDWIG,m413,kafka,M
6200,u6200,KID,m414,king kong,A
6201,u6201,LORD DARROW,m414,king kong,M
6202,u6202,MR GINTING,m414,king kong,M
6203,u6203,ARLYN,m415,klute,F
6207,u6207,FRANK,m415,klute,A
6209,u6209,LELA,m415,klute,F
6210,u6210,MR. FABER,m415,klute,M
6211,u6211,ROSS,m415,klute,M
6215,u6215,TRINA,m415,klute,F
6221,u6221,JUDGE,m416,kramer vs. kramer,A
6224,u6224,SATURDAY FATHER,m416,kramer vs. kramer,M
6225,u6225,SECRETARY,m416,kramer vs. kramer,A
6229,u6229,TEACHER,m416,kramer vs. kramer,A
6232,u6232,WOMAN'S VOICE,m416,kramer vs. kramer,F
6233,u6233,BODYGUARD,m417,kundun,A
6234,u6234,BOY,m417,kundun,M
6235,u6235,FATHER,m417,kundun,M
6244,u6244,MAN,m417,kundun,M
6245,u6245,MAO TSE TUNG,m417,kundun,F
6246,u6246,MOTHER,m417,kundun,F
6247,u6247,NOBLE BOY,m417,kundun,M
6252,u6252,TIBETAN WOMAN,m417,kundun,F
6253,u6253,WOMAN,m417,kundun,F
6262,u6262,ARDELIA,m419,the silence of the lambs,F
6264,u6264,CATHERINE,m419,the silence of the lambs,F
6268,u6268,DR. DANIELSON,m419,the silence of the lambs,A
6271,u6271,MR. GUMB,m419,the silence of the lambs,M
6272,u6272,MR. YOW,m419,the silence of the lambs,M
6275,u6275,SEN. MARTIN,m419,the silence of the lambs,F
6276,u6276,STACY,m419,the silence of the lambs,A
6277,u6277,ALICE,m420,last of the mohicans,F
6281,u6281,JACK,m420,last of the mohicans,M
6283,u6283,MAGUA,m420,last of the mohicans,F
